Id,Expected
CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC;1850,1
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3;1687,2
C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl;1652,1
C1CC2C(C(C1O2)C(=O)O)C(=O)O;38,1
CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2;1611,2
CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC;1373,2
CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)OC(=O)C;1380,2
CC(C)(C)C1=C(C=CC(=C1)O)O;1389,2
CC1(CON(C1=O)CC2=CC=CC=C2Cl)C;1656,2
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl;6,2
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;23,2
CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C;1856,1
C1=CC=C(C=C1)C[N+]2=CC=CC3=CC=CC=C32.[Cl-];1857,1
CC1=CC=CC=C1C(=O)OC;1850,2
C/C(=N\OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/SC;1620,2
CCNC1=NC(=NC(=N1)N)Cl;1507,2
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C;2300,2
CCCCCCCCCC[N+](C)(C)[O-];1507,2
C1CC(CCC1NC2=NC=NC3=C2C=NN3)OC[C@@H](C4=CC=CC=C4F)F;1856,1
CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C;19,2
C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl;30,2
CC(C)(CNC1=NC=C2C(=CC(=O)N(C2=N1)C)OC3=C(C=C(C=C3)F)F)O.Cl;2447,2
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F;1682,2
CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC;1652,2
C1=NC2=C(N1)C(=S)N=C(N2)N;37,2
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC;1637,2
C(CCl)P(=O)(O)O;1509,2
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O;40,2
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C;2450,2
CCOP(=O)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl;28,2
C1=CC=C(C=C1)C(=O)OCCCCCOC(=O)C2=CC=CC=C2;1374,2
C(C#CCO)O;1857,2
CCCSP(=O)(OCC)SCCC;1647,2
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=C5C=COC5=CC=C4;2451,2
CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC;1509,2
C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O;1683,2
CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O;30,2
CN(C)C(=O)C1=C(C=C(C=C1)NC=O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC;1622,2
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-];1855,2
C/C=C/C(=O)O;1852,2
CC1=CC(=CC=C1)N;2452,2
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1;1631,1
CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C;2452,2
COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O;37,2
CCOP(=S)(OCC)SCCSCC;27,2
CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl;13,2
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O;1848,2
COP(=O)(OC)OC;1855,2
CC1=CC2=C3C(=C1)C(=N[C@H](C(=O)N3CC2)NC(=O)C4=CC=NC=C4)C5=CC=CC=C5;1382,2
CCC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O;1386,2
CC(C)(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)(C)C3=CC=CC=C3;1855,2
CCOC(=O)C1=CC=C(C=C1)C;1857,2
C(CCCO)CCO;1855,2
C1=CC=C(C=C1)C(=O)O;2452,2
CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl;2452,2
Cl[Hg]Cl;1381,1
C[Si]1(N[Si](N[Si](N1)(C)C)(C)C)C;1852,1
CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5.[Na+];2452,2
CC1=CC(=CC=C1)[N+](=O)[O-];36,2
COC(=O)C1=CC=C(C=C1)C(=O)OC;1686,2
CC(COC)O;1856,2
C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl;27,2
C1CN2CCC1N(CC2)C(=O)OC3=CC=C(C=C3)Br;23,2
CCO[Si](CCCN)(OCC)OCC;1856,2
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-];1857,1
C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl;28,2
CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-];1644,2
CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C;25,1
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC;26,2
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C;30,2
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-];1855,2
CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl;36,2
CCOC(=O)COC1=CC2=C(CCC(C2)NCC(C3=CC(=CC=C3)Cl)O)C=C1.Cl;1385,2
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC;24,2
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl.Cl;1852,2
C1C2=CC=CC=C2C3=CC=CC=C31;1372,2
C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C;2453,2
C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl;1857,1
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl;1388,2
CCCN(CCC)C(=O)SCCC;1374,2
CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl;1640,2
C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl;1382,2
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F;1631,2
CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC;2452,2
CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)Cl)F;40,2
C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl;1642,2
CCCOC(=O)NCCCN(C)C.Cl;26,2
CN(C)C(=O)NC1(CCN(CC1)CC[C@]2(CN(CCO2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)F)F)C5=CC=CC=C5.Cl;27,2
C(=O)(N)N;40,2
CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl;33,2
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl;1856,1
CCCCCCCC(=O)N(C)C;1850,2
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl;1653,2
CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl;1625,2
CC1=C(C=CC(=C1)CC2=CC(=C(C=C2)N)C)N;1852,2
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;1373,1
C1=CC=C(C=C1)OCCO;1636,2
CCOP(=S)(OCC)OC(C(Cl)(Cl)Cl)Cl;1624,2
CC(CCO)O;1372,2
CC(COC1=CC=CC=C1)OCCCO;1378,2
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl;31,2
CCC(C)N1C(=O)C(=C(NC1=O)C)Br;1654,2
CC1=CC=C(C=C1)[N+](=O)[O-];1374,2
CCCCC(CC)C=O;2453,2
CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC;1617,1
CC(C)CC1=C(C(=NC(=C1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC;1855,1
CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C;1639,2
COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl;1631,1
C/C=C\C(=O)OC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)CCC(C)C)[N+](=O)[O-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2];1855,2
CC1=C(C(=CC=C1)[N+](=O)[O-])[N+](=O)[O-];1857,2
CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F;2450,2
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C;1388,2
C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2;2452,2
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC;1641,2
C(C(=O)O)N(CC(=O)O)CC(=O)O;1858,2
CC1=CN(C2=C1C=C(C=C2)F)NC(=O)C3=CN=C(N=C3C)C4=CC=CC=N4;25,1
CCN(CC)C(=O)C1=CC=CC(=C1)C;1651,2
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl;2452,2
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;2444,1
CCCCCCCOC(=O)CCC;1850,2
C[As](=O)(C)O;1377,2
CCCCCCCCN1C(=O)C=CS1;1688,2
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl;14,2
CC(CC1=CC=C(C=C1)OCC(=O)O)NCC(C2=CSC(=N2)C(F)(F)F)O;34,2
COC(=O)C1=CC(=CC=C1)C(=O)OC;1850,2
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C;1856,2
CC(=O)[O-].CC(=O)[O-].[Zn+2];2453,2
CCC(C)(CCCC(C)C)O;1850,2
CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2;1658,1
CCCCOCCOCCOCCO;2452,2
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-];1856,1
C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl;1616,2
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC;1657,2
CC1=C(C(=CC=C1)N)N;1386,2
CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C;26,2
CC(=O)/C=C/C1=CC=CC=C1;2452,2
CC1=CC(=CC(=C1OC2=C3CCCC3=C(C=C2)O)C)NC(=O)C(=O)O;1374,1
CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;4,2
C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O;1855,2
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2;2452,2
CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F;1856,2
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O;1375,2
CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C;15,2
CCNC1=NC(=NC(=N1)SC)NC(C)C;1386,2
CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)NC(=O)CCl)OC)C;1384,2
C=CCC1=CC2=C(C=C1)OCO2;2453,2
C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4;1510,2
CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4;1372,2
C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[K+];1388,2
C1=CC=C2C(=C1)C(=O)NS2(=O)=O;1857,2
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C;1377,2
CCNC(=O)NC(=O)/C(=N/OC)/C#N;1387,1
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl;1855,2
CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3;1797,2
CC1CCC(=O)C1=O;2453,2
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C;9,2
C1[C@H](C2=C(O1)C=C(C=C2)OCC3=CC=CC=C3)N(C(=O)N)O;33,2
CC(=O)C1=CC2=C(C=C1)OC([C@@H]([C@H]2NC(=O)C3=CC=C(C=C3)F)O)(C)C;2,2
C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl;1636,1
CCCCOC(=O)CCCCC(=O)OCCCC;1382,2
CN(C)C(=O)C1(CCN(CC1)CCC2(CN(CCO2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)N5CCCCC5.Cl;36,2
C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O;1852,2
CC(C)[C@@]1(CC[C@H](C1)[NH2+][C@H]2CCOC[C@H]2OC)C(=O)N3CCC4=C(C3)C=C(C=N4)C(F)(F)F.C(CC(=O)[O-])C(=O)O;39,2
CN(C)C(=O)Cl;1389,2
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F;40,2
C1CNC(=S)N1;14,2
CCCCCCCCCC(=O)O;1855,2
CCNC1=NC(=NC(=N1)Cl)NC(C)C;1389,2
CCC1=CC(=C(C=C1)O)C(C)(C)C;1386,2
CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C;1383,1
CCC(=C1C(=O)CC(CC1=O)C(=O)[O-])[O-].[Ca+2];1653,2
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C;23,2
[Cu]I;2,2
C1=CC=C(C=C1)NC2=CC=CC=C2;1653,2
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3;1617,1
CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl;1383,2
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N;1374,1
CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C;2451,2
CC(C)C1=C(C(=CC=C1)C(C)C)O;2453,2
C/C(=C\C(=O)OC)/OP(=O)(OC)OC;1648,2
CCCCCCCC1=CC=C(C=C1)O;23,2
CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C;1638,2
CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C;1377,2
CCOP(=S)(OCC)OC(C(Cl)(Cl)Cl)Cl;37,2
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O;1850,1
COC1=C(C=CC(=C1C(=O)O)Cl)Cl;1611,2
CC1=C(C=CC(=C1)Cl)OCC(=O)O;1855,2
C(C(CCl)Cl)Cl;1382,2
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl;1383,2
CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C;39,2
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-];36,2
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl;17,2
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC;1385,2
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC#C;1629,2
C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl;1857,1
C=CCCCCCCCCC(=O)O;30,2
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-];1509,1
CC(=CCC/C(=C/COC(=O)C)/C)C;23,2
CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;2304,2
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;1688,2
C1=CC(=CC=C1N)OC2=CC=C(C=C2)N;1380,2
CCOP(=S)(OCC)SCSC(C)(C)C;29,2
CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C;1385,2
CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-];1376,2
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O;24,2
CN=C=S;1624,2
C(C(CO)O)O;1375,2
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C;2451,2
C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl;1375,2
CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)NC(=O)CCl)OC)C;1380,2
C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4;1856,1
CCCCC[Si](OCC)(OCC)OCC;1850,1
CSC(=O)C1=C2C(=CC=C1)N=NS2;1376,2
CCOC1=CC=CC(=C1)N2C=C(N=C2C3=CC=C(C=C3)C)C(=O)N4CCN(CC4)C5=CC6=CC=CC=C6C(=C5)C(=O)[O-].[Na+];1372,2
CCOP(=S)(OCC)SCCSCC;1683,2
CC1(C(=O)NC(=O)N1CO)C;1855,2
COC1=NN(C(=O)S1)CSP(=S)(OC)OC;1381,2
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC;1850,2
CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2;1377,2
C1=CC(=C(C(=C1)Cl)CCl)F;1850,2
C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F;1628,2
CNCC1=CC=C(C=C1)NC(=O)C2=CNC3=C2C(=O)CCC3;2,2
CCCCCCCCCCCO;33,2
C1=CC=C(C=C1)NC2=CC=CC=C2;1646,2
C(C(C(=O)O)O)C(=O)O;1385,2
[Cl-].[Cl-].[Fe+2];2451,2
CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C;25,1
CCC1=NN(C2=C1C=CC(=C2)C3(CCC(CC3)C(=O)O)C#N)C4CCCCC4;28,2
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C;30,2
CC1=C(C=C(C=C1)N)O;1507,2
CN1CCC[C@@H]1C2=CN=CC=C2;1856,2
CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2;29,2
CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O;1856,1
CC(C)CCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCC(C)C)C(=O)OCCCCCCC(C)C;1387,2
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl;3,2
COP(=O)(OC)SCN1C2=C(C=C(C=N2)Cl)OC1=O;1655,2
COC1=CC=CC=C1N;1797,2
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N;1373,2
C1=CC=C2C(=C1)C3=CC=CC=C3O2;27,2
CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3;1627,2
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl;13,2
CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C;15,2
C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl;1638,2
CN1CN(C(=S)SC1)C;1382,2
CC1CC(OC(O1)C)OC(=O)C;38,2
C1=CC(=CC=C1C2=C(C(=C(N2)C(F)(F)F)Br)C#N)Cl;2,2
CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl;1385,2
CC(=O)[O-].CC(=O)[O-].[Zn+2];2,1
CCCN(CCC)C(=O)SCC;1647,2
CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC;1377,2
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O;1378,2
CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C;11,2
CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC;39,2
CCCCCCCC1=CC=C(C=C1)O;1388,2
C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O;2442,2
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N;25,2
C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl;1657,1
CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2;1383,2
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O;38,2
CCCCCCCCCCCC;2453,2
CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F;11,2
CCCN(CCC)C(=O)SCC;31,2
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O;33,2
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1;11,2
C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F;1649,2
CCCC1=CC=CC=C1;1382,2
CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F;19,2
CCC(=C1C(=O)CC(CC1=O)C(=O)[O-])[O-].[Ca+2];30,2
CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C;6,2
CC(=O)OCC1=CC=C(C=C1)OC;2453,2
C1=CC=C(C=C1)N.Cl;2451,2
CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-];1683,2
CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-];1635,2
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O;1850,2
CC(C)C1=C(C(=CC=C1)C(C)C)O;2,2
C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;24,2
CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2;11,2
C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl;27,2
CCCCOCCOCCOCCO;1857,2
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC;16,2
CC1=CC(=C(C=C1)O)C;26,2
